Country,POL,VAR,Pollutant,Year,Value,Emission Group
Slovenia,GHG,GHG_CAP,Greenhouse gases,1997,9.886000000000001,low
Slovenia,GHG,GHG_CAP,Greenhouse gases,1998,9.766,low
Slovenia,GHG,GHG_CAP,Greenhouse gases,1999,9.452,low
Slovenia,GHG,GHG_CAP,Greenhouse gases,2000,9.579,low
Slovenia,GHG,GHG_CAP,Greenhouse gases,2001,10.04,medium
Slovenia,GHG,GHG_CAP,Greenhouse gases,2002,10.122,medium
Slovenia,GHG,GHG_CAP,Greenhouse gases,2003,9.971,low
Slovenia,GHG,GHG_CAP,Greenhouse gases,2004,10.103,medium
Slovenia,GHG,GHG_CAP,Greenhouse gases,2005,10.216000000000001,medium
Slovenia,GHG,GHG_CAP,Greenhouse gases,2006,10.251,medium
Slovenia,GHG,GHG_CAP,Greenhouse gases,2007,10.276,medium
Slovenia,GHG,GHG_CAP,Greenhouse gases,2008,10.578,medium
Slovenia,GHG,GHG_CAP,Greenhouse gases,2009,9.558,low
Slovenia,GHG,GHG_CAP,Greenhouse gases,2010,9.533,low
Slovenia,GHG,GHG_CAP,Greenhouse gases,2011,9.508,low
Slovenia,GHG,GHG_CAP,Greenhouse gases,2012,9.212,low
Slovenia,GHG,GHG_CAP,Greenhouse gases,2013,8.855,low
Slovenia,GHG,GHG_CAP,Greenhouse gases,2014,8.003,low
Slovenia,GHG,GHG_CAP,Greenhouse gases,2015,8.076,low
Slovenia,GHG,GHG_CAP,Greenhouse gases,2016,8.48,low
Slovenia,GHG,GHG_CAP,Greenhouse gases,2017,8.357999999999999,low
Slovenia,GHG,GHG_CAP,Greenhouse gases,2018,8.42,low
Lithuania,GHG,TOTAL,Greenhouse gases,1990,48016.431,high
Lithuania,GHG,TOTAL,Greenhouse gases,1991,50014.695,high
Lithuania,GHG,TOTAL,Greenhouse gases,1992,30804.472,high
Lithuania,GHG,TOTAL,Greenhouse gases,1993,24733.053,high
Lithuania,GHG,TOTAL,Greenhouse gases,1994,23313.273999999998,high
Lithuania,GHG,TOTAL,Greenhouse gases,1995,22332.61,high
Lithuania,GHG,TOTAL,Greenhouse gases,1996,23384.19,high
Lithuania,GHG,TOTAL,Greenhouse gases,1997,22935.815,high
Lithuania,GHG,TOTAL,Greenhouse gases,1998,23918.888,high
Lithuania,GHG,TOTAL,Greenhouse gases,1999,21059.863999999998,high
Lithuania,GHG,TOTAL,Greenhouse gases,2000,19523.176,high
Lithuania,GHG,TOTAL,Greenhouse gases,2001,20317.59,high
Lithuania,GHG,TOTAL,Greenhouse gases,2002,20680.248,high
Lithuania,GHG,TOTAL,Greenhouse gases,2003,20844.975,high
Lithuania,GHG,TOTAL,Greenhouse gases,2004,21702.405,high
Lithuania,GHG,TOTAL,Greenhouse gases,2005,22801.833,high
Lithuania,GHG,TOTAL,Greenhouse gases,2006,23095.697,high
Lithuania,GHG,TOTAL,Greenhouse gases,2007,25282.975,high
Lithuania,GHG,TOTAL,Greenhouse gases,2008,24376.275,high
Lithuania,GHG,TOTAL,Greenhouse gases,2009,20068.467,high
Lithuania,GHG,TOTAL,Greenhouse gases,2010,20887.595,high
Lithuania,GHG,TOTAL,Greenhouse gases,2011,21462.693,high
Lithuania,GHG,TOTAL,Greenhouse gases,2012,21396.477000000003,high
Lithuania,GHG,TOTAL,Greenhouse gases,2013,20167.637,high
Lithuania,GHG,TOTAL,Greenhouse gases,2014,20110.694,high
Lithuania,GHG,TOTAL,Greenhouse gases,2015,20400.431,high
Lithuania,GHG,TOTAL,Greenhouse gases,2016,20420.348,high
Lithuania,GHG,TOTAL,Greenhouse gases,2017,20617.613999999998,high
Lithuania,GHG,TOTAL,Greenhouse gases,2018,20266.828999999998,high
Latvia,GHG,TOTAL,Greenhouse gases,1990,26288.572999999997,high
Latvia,GHG,TOTAL,Greenhouse gases,1991,24408.851000000002,high
Latvia,GHG,TOTAL,Greenhouse gases,1992,19652.619,high
Latvia,GHG,TOTAL,Greenhouse gases,1993,16239.318000000001,high
Latvia,GHG,TOTAL,Greenhouse gases,1994,14312.391000000001,high
Latvia,GHG,TOTAL,Greenhouse gases,1995,12939.938999999998,high
Latvia,GHG,TOTAL,Greenhouse gases,1996,12978.325,high
Latvia,GHG,TOTAL,Greenhouse gases,1997,12418.469,high
Latvia,GHG,TOTAL,Greenhouse gases,1998,11916.996000000001,high
Latvia,GHG,TOTAL,Greenhouse gases,1999,11132.149,high
Latvia,GHG,TOTAL,Greenhouse gases,2000,10510.983999999999,high
Latvia,GHG,TOTAL,Greenhouse gases,2001,11087.901000000002,high
Latvia,GHG,TOTAL,Greenhouse gases,2002,11059.945,high
Latvia,GHG,TOTAL,Greenhouse gases,2003,11245.117,high
Latvia,GHG,TOTAL,Greenhouse gases,2004,11220.3,high
Latvia,GHG,TOTAL,Greenhouse gases,2005,11401.235,high
Latvia,GHG,TOTAL,Greenhouse gases,2006,11887.893,high
Latvia,GHG,TOTAL,Greenhouse gases,2007,12340.274,high
Latvia,GHG,TOTAL,Greenhouse gases,2008,11869.85,high
Latvia,GHG,TOTAL,Greenhouse gases,2009,11188.027,high
Latvia,GHG,TOTAL,Greenhouse gases,2010,12261.651000000002,high
Latvia,GHG,TOTAL,Greenhouse gases,2011,11475.002,high
Latvia,GHG,TOTAL,Greenhouse gases,2012,11296.585,high
Latvia,GHG,TOTAL,Greenhouse gases,2013,11225.737,high
Latvia,GHG,TOTAL,Greenhouse gases,2014,11128.461000000001,high
Latvia,GHG,TOTAL,Greenhouse gases,2015,11179.083999999999,high
Latvia,GHG,TOTAL,Greenhouse gases,2016,11170.145,high
Latvia,GHG,TOTAL,Greenhouse gases,2017,11216.829,high
Latvia,GHG,TOTAL,Greenhouse gases,2018,11715.671999999999,high
Brazil,GHG,TOTAL,Greenhouse gases,1990,573078.754,high
Brazil,GHG,TOTAL,Greenhouse gases,1991,592144.0260000001,high
Brazil,GHG,TOTAL,Greenhouse gases,1992,601634.457,high
Brazil,GHG,TOTAL,Greenhouse gases,1993,614410.566,high
Brazil,GHG,TOTAL,Greenhouse gases,1994,633105.119,high
Brazil,GHG,TOTAL,Greenhouse gases,1995,660104.25,high
Brazil,GHG,TOTAL,Greenhouse gases,1996,664669.231,high
Brazil,GHG,TOTAL,Greenhouse gases,1997,689838.7740000001,high
Brazil,GHG,TOTAL,Greenhouse gases,1998,709934.2420000001,high
Brazil,GHG,TOTAL,Greenhouse gases,1999,729124.2609999999,high
Brazil,GHG,TOTAL,Greenhouse gases,2000,756663.676,high
Brazil,GHG,TOTAL,Greenhouse gases,2001,775840.127,high
Brazil,GHG,TOTAL,Greenhouse gases,2002,791183.696,high
Brazil,GHG,TOTAL,Greenhouse gases,2003,811625.765,high
Brazil,GHG,TOTAL,Greenhouse gases,2004,846526.365,high
Brazil,GHG,TOTAL,Greenhouse gases,2005,863894.872,high
Brazil,GHG,TOTAL,Greenhouse gases,2006,881670.312,high
Brazil,GHG,TOTAL,Greenhouse gases,2007,881781.7509999999,high
Brazil,GHG,TOTAL,Greenhouse gases,2008,910097.944,high
Brazil,GHG,TOTAL,Greenhouse gases,2009,890514.878,high
Brazil,GHG,TOTAL,Greenhouse gases,2010,954324.6540000001,high
Brazil,GHG,TOTAL,Greenhouse gases,2011,991691.0,high
Brazil,GHG,TOTAL,Greenhouse gases,2012,1027739.0,high
Brazil,GHG,GHG_CAP,Greenhouse gases,1990,3.8369999999999997,low
Brazil,GHG,GHG_CAP,Greenhouse gases,1991,3.8960000000000004,low
Brazil,GHG,GHG_CAP,Greenhouse gases,1992,3.892,low
Brazil,GHG,GHG_CAP,Greenhouse gases,1993,3.91,low
Brazil,GHG,GHG_CAP,Greenhouse gases,1994,3.964,low
Brazil,GHG,GHG_CAP,Greenhouse gases,1995,4.067,low
Brazil,GHG,GHG_CAP,Greenhouse gases,1996,4.03,low
Brazil,GHG,GHG_CAP,Greenhouse gases,1997,4.117,low
Brazil,GHG,GHG_CAP,Greenhouse gases,1998,4.172,low
Brazil,GHG,GHG_CAP,Greenhouse gases,1999,4.22,low
Brazil,GHG,GHG_CAP,Greenhouse gases,2000,4.317,low
Brazil,GHG,GHG_CAP,Greenhouse gases,2001,4.365,low
Brazil,GHG,GHG_CAP,Greenhouse gases,2002,4.3919999999999995,low
Brazil,GHG,GHG_CAP,Greenhouse gases,2003,4.448,low
Brazil,GHG,GHG_CAP,Greenhouse gases,2004,4.582,low
Brazil,GHG,GHG_CAP,Greenhouse gases,2005,4.622,low
Brazil,GHG,GHG_CAP,Greenhouse gases,2006,4.665,low
Brazil,GHG,GHG_CAP,Greenhouse gases,2007,4.6160000000000005,low
Brazil,GHG,GHG_CAP,Greenhouse gases,2008,4.716,low
Brazil,GHG,GHG_CAP,Greenhouse gases,2009,4.569,low
Brazil,GHG,GHG_CAP,Greenhouse gases,2010,4.849,low
Brazil,GHG,GHG_CAP,Greenhouse gases,2011,4.9910000000000005,low
Brazil,GHG,GHG_CAP,Greenhouse gases,2012,5.124,low
China (People's Republic of),GHG,TOTAL,Greenhouse gases,1994,4057617.0,high
China (People's Republic of),GHG,TOTAL,Greenhouse gases,2005,7465861.7,high
China (People's Republic of),GHG,TOTAL,Greenhouse gases,2012,11895765.0,high
China (People's Republic of),GHG,GHG_CAP,Greenhouse gases,1994,3.302,low
China (People's Republic of),GHG,GHG_CAP,Greenhouse gases,2005,5.649,low
China (People's Republic of),GHG,GHG_CAP,Greenhouse gases,2012,8.65,low
Colombia,GHG,TOTAL,Greenhouse gases,1990,94040.615,high
Colombia,GHG,TOTAL,Greenhouse gases,1991,97252.601,high
Colombia,GHG,TOTAL,Greenhouse gases,1992,102161.065,high
Colombia,GHG,TOTAL,Greenhouse gases,1993,103813.59,high
Colombia,GHG,TOTAL,Greenhouse gases,1994,105140.36,high
Colombia,GHG,TOTAL,Greenhouse gases,1995,106659.23199999999,high
Colombia,GHG,TOTAL,Greenhouse gases,1996,109795.905,high
Colombia,GHG,TOTAL,Greenhouse gases,1997,114194.849,high
Colombia,GHG,TOTAL,Greenhouse gases,1998,113892.08300000001,high
Colombia,GHG,TOTAL,Greenhouse gases,1999,108652.18,high
Colombia,GHG,TOTAL,Greenhouse gases,2000,110795.2,high
Colombia,GHG,TOTAL,Greenhouse gases,2001,109488.748,high
Colombia,GHG,TOTAL,Greenhouse gases,2002,109966.454,high
Colombia,GHG,TOTAL,Greenhouse gases,2003,113929.085,high
Colombia,GHG,TOTAL,Greenhouse gases,2004,117271.11,high
Colombia,GHG,TOTAL,Greenhouse gases,2005,122238.972,high
Colombia,GHG,TOTAL,Greenhouse gases,2006,130651.1,high
Colombia,GHG,TOTAL,Greenhouse gases,2007,131880.488,high
Colombia,GHG,TOTAL,Greenhouse gases,2008,130025.616,high
Colombia,GHG,TOTAL,Greenhouse gases,2009,137137.328,high
Colombia,GHG,TOTAL,Greenhouse gases,2010,138247.793,high
Colombia,GHG,TOTAL,Greenhouse gases,2011,133918.316,high
Colombia,GHG,TOTAL,Greenhouse gases,2012,139838.47199999998,high
Colombia,GHG,TOTAL,Greenhouse gases,2013,147802.851,high
Colombia,GHG,TOTAL,Greenhouse gases,2014,150614.761,high
Colombia,GHG,GHG_CAP,Greenhouse gases,1990,2.786,low
Colombia,GHG,GHG_CAP,Greenhouse gases,1991,2.825,low
Colombia,GHG,GHG_CAP,Greenhouse gases,1992,2.911,low
Colombia,GHG,GHG_CAP,Greenhouse gases,1993,2.903,low
Colombia,GHG,GHG_CAP,Greenhouse gases,1994,2.887,low
Colombia,GHG,GHG_CAP,Greenhouse gases,1995,2.877,low
Colombia,GHG,GHG_CAP,Greenhouse gases,1996,2.911,low
Colombia,GHG,GHG_CAP,Greenhouse gases,1997,2.977,low
Colombia,GHG,GHG_CAP,Greenhouse gases,1998,2.92,low
Colombia,GHG,GHG_CAP,Greenhouse gases,1999,2.742,low
Colombia,GHG,GHG_CAP,Greenhouse gases,2000,2.752,low
Colombia,GHG,GHG_CAP,Greenhouse gases,2001,2.679,low
Colombia,GHG,GHG_CAP,Greenhouse gases,2002,2.6510000000000002,low
Colombia,GHG,GHG_CAP,Greenhouse gases,2003,2.708,low
Colombia,GHG,GHG_CAP,Greenhouse gases,2004,2.75,low
Colombia,GHG,GHG_CAP,Greenhouse gases,2005,2.83,low
Colombia,GHG,GHG_CAP,Greenhouse gases,2006,2.987,low
Colombia,GHG,GHG_CAP,Greenhouse gases,2007,2.98,low
Colombia,GHG,GHG_CAP,Greenhouse gases,2008,2.906,low
Colombia,GHG,GHG_CAP,Greenhouse gases,2009,3.032,low
Colombia,GHG,GHG_CAP,Greenhouse gases,2010,3.028,low
Colombia,GHG,GHG_CAP,Greenhouse gases,2011,2.906,low
Colombia,GHG,GHG_CAP,Greenhouse gases,2012,3.008,low
Colombia,GHG,GHG_CAP,Greenhouse gases,2013,3.147,low
Colombia,GHG,GHG_CAP,Greenhouse gases,2014,3.1689999999999996,low
Costa Rica,GHG,TOTAL,Greenhouse gases,2005,10878.07,high
Costa Rica,GHG,TOTAL,Greenhouse gases,2010,12511.35,high
Costa Rica,GHG,TOTAL,Greenhouse gases,2012,13257.36,high
Costa Rica,GHG,GHG_CAP,Greenhouse gases,2005,2.5610000000000004,low
Costa Rica,GHG,GHG_CAP,Greenhouse gases,2010,2.753,low
Costa Rica,GHG,GHG_CAP,Greenhouse gases,2012,2.8489999999999998,low
India,GHG,TOTAL,Greenhouse gases,1994,1214248.0,high
India,GHG,TOTAL,Greenhouse gases,2000,1523766.56,high
India,GHG,TOTAL,Greenhouse gases,2010,2100849.73,high
India,GHG,GHG_CAP,Greenhouse gases,1994,1.2890000000000001,low
India,GHG,GHG_CAP,Greenhouse gases,2000,1.4469999999999998,low
India,GHG,GHG_CAP,Greenhouse gases,2010,1.7069999999999999,low
Indonesia,GHG,TOTAL,Greenhouse gases,2000,502363.0,high
Indonesia,GHG,TOTAL,Greenhouse gases,2001,537949.0,high
Indonesia,GHG,TOTAL,Greenhouse gases,2002,545911.0,high
Indonesia,GHG,TOTAL,Greenhouse gases,2003,559139.0,high
Indonesia,GHG,TOTAL,Greenhouse gases,2004,583101.0,high
Indonesia,GHG,TOTAL,Greenhouse gases,2005,590736.0,high
Indonesia,GHG,TOTAL,Greenhouse gases,2006,610242.0,high
Indonesia,GHG,TOTAL,Greenhouse gases,2007,607947.0,high
Indonesia,GHG,TOTAL,Greenhouse gases,2008,629710.0,high
Indonesia,GHG,TOTAL,Greenhouse gases,2009,628562.0,high
Indonesia,GHG,TOTAL,Greenhouse gases,2010,685711.0,high
Indonesia,GHG,TOTAL,Greenhouse gases,2011,726262.0,high
Indonesia,GHG,TOTAL,Greenhouse gases,2012,757250.0,high
Indonesia,GHG,TOTAL,Greenhouse gases,2013,796579.0,high
Indonesia,GHG,TOTAL,Greenhouse gases,2014,864948.0,high
Indonesia,GHG,TOTAL,Greenhouse gases,2015,907334.0,high
Indonesia,GHG,TOTAL,Greenhouse gases,2016,883224.0,high
Indonesia,GHG,GHG_CAP,Greenhouse gases,2000,2.375,low
Indonesia,GHG,GHG_CAP,Greenhouse gases,2001,2.508,low
Indonesia,GHG,GHG_CAP,Greenhouse gases,2002,2.51,low
Indonesia,GHG,GHG_CAP,Greenhouse gases,2003,2.535,low
Indonesia,GHG,GHG_CAP,Greenhouse gases,2004,2.608,low
Indonesia,GHG,GHG_CAP,Greenhouse gases,2005,2.6060000000000003,low
Indonesia,GHG,GHG_CAP,Greenhouse gases,2006,2.655,low
Indonesia,GHG,GHG_CAP,Greenhouse gases,2007,2.609,low
Indonesia,GHG,GHG_CAP,Greenhouse gases,2008,2.6660000000000004,low
Indonesia,GHG,GHG_CAP,Greenhouse gases,2009,2.6260000000000003,low
Indonesia,GHG,GHG_CAP,Greenhouse gases,2010,2.827,low
Indonesia,GHG,GHG_CAP,Greenhouse gases,2011,2.9560000000000004,low
Indonesia,GHG,GHG_CAP,Greenhouse gases,2012,3.043,low
Indonesia,GHG,GHG_CAP,Greenhouse gases,2013,3.161,low
Indonesia,GHG,GHG_CAP,Greenhouse gases,2014,3.39,low
Indonesia,GHG,GHG_CAP,Greenhouse gases,2015,3.515,low
Indonesia,GHG,GHG_CAP,Greenhouse gases,2016,3.383,low
Latvia,GHG,GHG_CAP,Greenhouse gases,1990,9.866,low
Latvia,GHG,GHG_CAP,Greenhouse gases,1991,9.214,low
Latvia,GHG,GHG_CAP,Greenhouse gases,1992,7.5,low
Latvia,GHG,GHG_CAP,Greenhouse gases,1993,6.287999999999999,low
Latvia,GHG,GHG_CAP,Greenhouse gases,1994,5.627000000000001,low
Latvia,GHG,GHG_CAP,Greenhouse gases,1995,5.1579999999999995,low
Latvia,GHG,GHG_CAP,Greenhouse gases,1996,5.236000000000001,low
Latvia,GHG,GHG_CAP,Greenhouse gases,1997,5.062,low
Latvia,GHG,GHG_CAP,Greenhouse gases,1998,4.9030000000000005,low
Latvia,GHG,GHG_CAP,Greenhouse gases,1999,4.623,low
Latvia,GHG,GHG_CAP,Greenhouse gases,2000,4.409,low
Latvia,GHG,GHG_CAP,Greenhouse gases,2001,4.7010000000000005,low
Latvia,GHG,GHG_CAP,Greenhouse gases,2002,4.742,low
Latvia,GHG,GHG_CAP,Greenhouse gases,2003,4.877,low
Latvia,GHG,GHG_CAP,Greenhouse gases,2004,4.9239999999999995,low
Latvia,GHG,GHG_CAP,Greenhouse gases,2005,5.063,low
Latvia,GHG,GHG_CAP,Greenhouse gases,2006,5.343,low
Latvia,GHG,GHG_CAP,Greenhouse gases,2007,5.614,low
Latvia,GHG,GHG_CAP,Greenhouse gases,2008,5.4670000000000005,low
Latvia,GHG,GHG_CAP,Greenhouse gases,2009,5.216,low
Latvia,GHG,GHG_CAP,Greenhouse gases,2010,5.787000000000001,low
Latvia,GHG,GHG_CAP,Greenhouse gases,2011,5.481,low
Latvia,GHG,GHG_CAP,Greenhouse gases,2012,5.46,low
Latvia,GHG,GHG_CAP,Greenhouse gases,2013,5.489,low
Latvia,GHG,GHG_CAP,Greenhouse gases,2014,5.506,low
Latvia,GHG,GHG_CAP,Greenhouse gases,2015,5.596,low
Latvia,GHG,GHG_CAP,Greenhouse gases,2016,5.6579999999999995,low
Latvia,GHG,GHG_CAP,Greenhouse gases,2017,5.749,low
Latvia,GHG,GHG_CAP,Greenhouse gases,2018,6.075,low
Lithuania,GHG,GHG_CAP,Greenhouse gases,1990,12.991,medium
Lithuania,GHG,GHG_CAP,Greenhouse gases,1991,13.527000000000001,medium
Lithuania,GHG,GHG_CAP,Greenhouse gases,1992,8.352,low
Lithuania,GHG,GHG_CAP,Greenhouse gases,1993,6.7379999999999995,low
Lithuania,GHG,GHG_CAP,Greenhouse gases,1994,6.388999999999999,low
Lithuania,GHG,GHG_CAP,Greenhouse gases,1995,6.1579999999999995,low
Lithuania,GHG,GHG_CAP,Greenhouse gases,1996,6.489,low
Lithuania,GHG,GHG_CAP,Greenhouse gases,1997,6.407,low
Lithuania,GHG,GHG_CAP,Greenhouse gases,1998,6.728,low
Lithuania,GHG,GHG_CAP,Greenhouse gases,1999,5.9670000000000005,low
Lithuania,GHG,GHG_CAP,Greenhouse gases,2000,5.575,low
Lithuania,GHG,GHG_CAP,Greenhouse gases,2001,5.849,low
Lithuania,GHG,GHG_CAP,Greenhouse gases,2002,6.002999999999999,low
Lithuania,GHG,GHG_CAP,Greenhouse gases,2003,6.105,low
Lithuania,GHG,GHG_CAP,Greenhouse gases,2004,6.419,low
Lithuania,GHG,GHG_CAP,Greenhouse gases,2005,6.818,low
Lithuania,GHG,GHG_CAP,Greenhouse gases,2006,6.992000000000001,low
Lithuania,GHG,GHG_CAP,Greenhouse gases,2007,7.757999999999999,low
Lithuania,GHG,GHG_CAP,Greenhouse gases,2008,7.587000000000001,low
Lithuania,GHG,GHG_CAP,Greenhouse gases,2009,6.336,low
Lithuania,GHG,GHG_CAP,Greenhouse gases,2010,6.687,low
Lithuania,GHG,GHG_CAP,Greenhouse gases,2011,6.961,low
Lithuania,GHG,GHG_CAP,Greenhouse gases,2012,7.025,low
Lithuania,GHG,GHG_CAP,Greenhouse gases,2013,6.702999999999999,low
Lithuania,GHG,GHG_CAP,Greenhouse gases,2014,6.768,low
Lithuania,GHG,GHG_CAP,Greenhouse gases,2015,6.957999999999999,low
Lithuania,GHG,GHG_CAP,Greenhouse gases,2016,7.067,low
Lithuania,GHG,GHG_CAP,Greenhouse gases,2017,7.246,low
Lithuania,GHG,GHG_CAP,Greenhouse gases,2018,7.235,low
South Africa,GHG,TOTAL,Greenhouse gases,1990,347349.4,high
South Africa,GHG,TOTAL,Greenhouse gases,1994,379837.2,high
South Africa,GHG,GHG_CAP,Greenhouse gases,1990,9.248,low
South Africa,GHG,GHG_CAP,Greenhouse gases,1994,9.215,low
Argentina,GHG,TOTAL,Greenhouse gases,1990,220240.771,high
Argentina,GHG,TOTAL,Greenhouse gases,1991,230413.75600000002,high
Argentina,GHG,TOTAL,Greenhouse gases,1992,234122.379,high
Argentina,GHG,TOTAL,Greenhouse gases,1993,239560.142,high
Argentina,GHG,TOTAL,Greenhouse gases,1994,243598.693,high
Argentina,GHG,TOTAL,Greenhouse gases,1995,244499.37300000002,high
Argentina,GHG,TOTAL,Greenhouse gases,1996,256463.932,high
Argentina,GHG,TOTAL,Greenhouse gases,1997,258303.62,high
Argentina,GHG,TOTAL,Greenhouse gases,1998,262725.063,high
Argentina,GHG,TOTAL,Greenhouse gases,1999,264637.841,high
Argentina,GHG,TOTAL,Greenhouse gases,2000,280308.98600000003,high
Argentina,GHG,TOTAL,Greenhouse gases,2001,276902.595,high
Argentina,GHG,TOTAL,Greenhouse gases,2002,269315.644,high
Argentina,GHG,TOTAL,Greenhouse gases,2003,286381.632,high
Argentina,GHG,TOTAL,Greenhouse gases,2004,298167.359,high
Argentina,GHG,TOTAL,Greenhouse gases,2005,307492.666,high
Argentina,GHG,TOTAL,Greenhouse gases,2006,321462.033,high
Argentina,GHG,TOTAL,Greenhouse gases,2007,335854.126,high
Argentina,GHG,TOTAL,Greenhouse gases,2008,331802.165,high
Argentina,GHG,TOTAL,Greenhouse gases,2009,322554.23,high
Argentina,GHG,TOTAL,Greenhouse gases,2010,300695.19,high
Argentina,GHG,TOTAL,Greenhouse gases,2011,310314.526,high
Argentina,GHG,TOTAL,Greenhouse gases,2012,310670.24199999997,high
Argentina,GHG,TOTAL,Greenhouse gases,2013,321011.892,high
Argentina,GHG,TOTAL,Greenhouse gases,2014,322554.61199999996,high
Argentina,GHG,GHG_CAP,Greenhouse gases,1990,6.729,low
Argentina,GHG,GHG_CAP,Greenhouse gases,1991,6.941,low
Argentina,GHG,GHG_CAP,Greenhouse gases,1992,6.957000000000001,low
Argentina,GHG,GHG_CAP,Greenhouse gases,1993,7.023,low
Argentina,GHG,GHG_CAP,Greenhouse gases,1994,7.0489999999999995,low
Argentina,GHG,GHG_CAP,Greenhouse gases,1995,6.987,low
Argentina,GHG,GHG_CAP,Greenhouse gases,1996,7.2410000000000005,low
Argentina,GHG,GHG_CAP,Greenhouse gases,1997,7.207999999999999,low
Argentina,GHG,GHG_CAP,Greenhouse gases,1998,7.249,low
Argentina,GHG,GHG_CAP,Greenhouse gases,1999,7.221,low
Argentina,GHG,GHG_CAP,Greenhouse gases,2000,7.564,low
Argentina,GHG,GHG_CAP,Greenhouse gases,2001,7.39,low
Argentina,GHG,GHG_CAP,Greenhouse gases,2002,7.108,low
Argentina,GHG,GHG_CAP,Greenhouse gases,2003,7.475,low
Argentina,GHG,GHG_CAP,Greenhouse gases,2004,7.699,low
Argentina,GHG,GHG_CAP,Greenhouse gases,2005,7.855,low
Argentina,GHG,GHG_CAP,Greenhouse gases,2006,8.126,low
Argentina,GHG,GHG_CAP,Greenhouse gases,2007,8.402999999999999,low
Argentina,GHG,GHG_CAP,Greenhouse gases,2008,8.217,low
Argentina,GHG,GHG_CAP,Greenhouse gases,2009,7.906000000000001,low
Argentina,GHG,GHG_CAP,Greenhouse gases,2010,7.294,low
Argentina,GHG,GHG_CAP,Greenhouse gases,2011,7.449,low
Argentina,GHG,GHG_CAP,Greenhouse gases,2012,7.38,low
Argentina,GHG,GHG_CAP,Greenhouse gases,2013,7.546,low
Argentina,GHG,GHG_CAP,Greenhouse gases,2014,7.504,low
